Trading Name,Outlet Name,Website,Outlet Address,Outlet Suburb,Outlet Postcode,Telephone Number,Online Mail Order Flag,Australia Wide Flag,Overseas Flag,Senior Scheme Flag,Carer Scheme Flag,Business Category,Discount,Latitude,Longitude
Abcom IT Services,Abcom IT Services,www.abcomits.com,U 7 Mudgeeraba Industrial Park - 30 Mudgeeraba Rd,MUDGEERABA,4213,(07) 5525 2369,No,Yes,No,Yes,Yes,Computers,10% discount on labour only.,-28.052933,153.356036
Abcom IT Services,Abcom IT Services,www.abcomits.com,U 7 Mudgeeraba Industrial Park - 30 Mudgeeraba Rd,MUDGEERABA,4213,(07) 5525 2369,No,Yes,No,Yes,Yes,"Education, Training and Personal Development",10% discount on hourly computer training rate.,-28.052933,153.356036
About Town Windscreen Repairs & Replacements,About Town Windscreen Repairs & Replacements,(blank),U 3  110 Bayswater Rd,PIMLICO,4812,(07) 4725 6988,No,Yes,No,Yes,No,Repairs and Servicing,10% off repairs plus free wiper blades. Excludes specials.,-19.27663,146.790549
ABS Pine Rivers,ABS Pine Rivers,http://www.absauto.com.au,Shop 1  256 Leitchs Rd,BRENDALE,4500,(07) 3889 7594,No,Yes,No,Yes,No,Repairs and Servicing,20% discount on all car servicing and repairs.,-27.31703,152.980426
ABS Service Solutions Pty Ltd,ABS Service Solutions Pty Ltd,(blank),33 Ross River Rd,MYSTERTON,4812,(07) 4725 3570,No,No,No,Yes,Yes,Electrical Goods,10% discount on all services.,-19.292053,146.794314
Sunshine Healthy Meals for Dogs,Sunshine Healthy Meals for Dogs,www.sunshinehealthymealsfordogs.com,U 453  180 Alexandra Pde,ALEXANDRA HEADLAND,4572,0478 769 689,No,No,No,Yes,Yes,Pets Products and Services,2.5% off when Senior OR Carer Card (one only) shown at sale.,-26.67075,153.107331
Absolute Mechanical,Absolute Mechanical,(blank),71 Beerburrum Rd,CABOOLTURE,4510,(07) 5495 7770,No,Yes,No,Yes,Yes,Repairs and Servicing,10% off mechanical repairs. Excludes other specials.,-27.07698,152.950716
Barbara Wood Psychologist,Barbara Wood Psychologist,(blank),6 Dilli Ct,ALEXANDRA HEADLAND,4572,(07) 5444 5659,No,Yes,No,Yes,Yes,Psychologists and Counselling,$10 discount on current hourly rate.,-26.673546,153.106325
Acacia Inner City Inn,Acacia Inner City Inn,www.acaciainn.com,413 Upper Edward St,BRISBANE,4000,(07) 3832 1663,No,Yes,No,Yes,No,Accommodation,10% discount on all services.,-27.463844,153.024011
Acacia Motor Inn ,Acacia Motor Inn ,www.acaciamotorinn.com.au,248 Bourbong St,BUNDABERG,4670,(07) 4152 3411,No,Yes,Yes,Yes,No,Accommodation,10% off room rate.,-24.868721,152.34072
Acacia Mower Centre,Acacia Mower Centre,www.acaciamowercentre.com.au,U 4  15 Overlord Pl,ACACIA RIDGE,4110,(07) 3273 6457,No,Yes,No,Yes,No,Mowers,"10% off labour on repairs, used mowers. Free local p/up.",-27.59506,153.036762
Access Dental Services Pty Ltd,Access Dental Services Pty Ltd,(blank),8 Cecil St,TOOWOOMBA,4350,(07) 4638 2744,No,No,No,Yes,Yes,Dentists,5% discount on gap payment.,-27.55916,151.945499
Access Pet Doors,Access Pet Doors,www.petway.com.au,Mobile Service,LABRADOR,4215,(07) 5571 6667,No,No,No,Yes,Yes,Pets Products and Services,10% off supply & fitting of pet doors.,(blank),(blank)
Ace Alarms and Security,Ace Alarms and Security,www.acealarms.com.au,Mobile Service,BEENLEIGH TO TWEED HEADS - ALL AREAS ,4217,1300 223 252,No,No,No,Yes,Yes,Security Alarms and Monitoring,10% discount on any Security Alarm or CCTV.,(blank),(blank)
Ace Alarms and Security,Ace Alarms and Security,www.acealarms.com.au,Mobile Service,BRISBANE - ALL AREAS,4000,1300 223 252,No,No,No,Yes,Yes,Security Alarms and Monitoring,10% discount on any Security Alarm or CCTV.,(blank),(blank)
Ace Alarms and Security,Ace Alarms and Security,www.acealarms.com.au,Mobile Service,CABOOLTURE TO SUNSHINE COAST - ALL AREAS,4507,1300 223 252,No,No,No,Yes,Yes,Security Alarms and Monitoring,10% discount on any Security Alarm or CCTV.,(blank),(blank)
Ace Alarms and Security,Ace Alarms and Security,www.acealarms.com.au,Mobile Service,IPSWICH & LOGAN - ALL AREAS,4305,1300 223 252,No,No,No,Yes,Yes,Security Alarms and Monitoring,10% discount on any Security Alarm or CCTV.,(blank),(blank)
Ace Computer World,Ace Computer World,www.acecomputerworld.com.au,75 Brisbane St,IPSWICH,4305,(07) 3812 3900,No,Yes,No,Yes,No,Computers,"3% off new computers, notebooks and spare parts.",-27.614498,152.761675
Ace on Site Curtain Cleaning,Ace On Site Curtain Cleaning,(blank),Mobile Service,SOUTH EAST QUEENSLAND,4352,0418 765 532,No,Yes,No,Yes,Yes,Cleaning Products and Services,"10% off curtains, blinds & lounges cleaned in your home.",(blank),(blank)
Ace on Site Curtain Cleaning,Ace On Site Curtain Cleaning,(blank),Mobile Service,SOUTH EAST QUEENSLAND,4352,0418 765 532,No,Yes,No,Yes,Yes,Curtains and Blinds,"10% off curtains, blinds & lounges cleaned in your home.",(blank),(blank)
Acorn Stairlifts Pty Ltd (QBCC Act Lic 1142127),Acorn Stairlifts Pty Ltd,www.acornstairlifts.com.au,(blank),(blank),(blank),1800 084 673,Yes,Yes,No,Yes,Yes,Lifts and Elevators,10% discount on list prices of all stairlifts.,(blank),(blank)
Oaks Hotels & Resorts ,Oaks Hotels & Resorts,http://www.oakshotelsresorts.com,Oaks Seaforth Resort - 98-110 Alexandra Pde,ALEXANDRA HEADLANDS,4572,(blank),No,Yes,No,Yes,Yes,Accommodation,Book online for 5% discount on best available rate. Promo code: SENIORSQLD ,-26.664427,153.104704
Alexandra Headlands Hotel,Alexandra Headlands Hotel,www.thealex.com.au,98-110 Alexandra Pde,ALEXANDRA HEADLANDS,4572,(07) 5443 1811,No,Yes,Yes,Yes,Yes,"Clubs, Hotels and Taverns",10% off bistro menu. Excludes seniors menu & other offers.,-26.664427,153.104704
Geordie Lane Antiques & Tearooms,Geordie Lane Antiques & Tearooms,www.geordielane.com.au,cnr Montville/Benecke Rds,BALMORAL RIDGE,4552,(07) 5499 9222,No,Yes,No,Yes,Yes,Cafes,10% off all day morning teas.,-26.747018,152.887721
Royal Persian Carpets,Royal Persian Carpets,(blank),Shop 3H  Lot 50  Kawana Way,BIRTINYA,4575,(07) 5437 8486,No,Yes,No,Yes,Yes,Carpets and Floor Coverings,15% off non-sale items.,-26.750004,153.113734
Chipmunks Playland and Cafe,Chipmunks Playland and Cafe,www.chipmunks.com.au,24 Innovation Pkwy,BIRTINYA,4575,(07) 5438 8870,No,Yes,Yes,Yes,Yes,Childrens' Play Centres,Free regular coffee with full priced entry.,-26.735151,153.1212
Schultz Toomey O'Brien Lawyers,Schultz Toomey O'Brien,www.stolaw.com.au,L 2  8 Innovation Pkwy,BIRTINYA,4575,(07) 5413 8900,No,Yes,No,Yes,Yes,Legal Services,Reduced rates on selected services.,-26.733484,153.121272
The Public Trustee,The Public Trustee,www.pt.qld.gov.au,Suite 1-3  20 Innovation Pkwy,BIRTINYA,4575,(07) 5314 1800,No,No,No,Yes,Yes,Legal Services,Free preparation of wills.,-26.734701,153.121107
Acrymet Denture Clinic,Acrymet Denture Clinic,(blank),88 Herries St,TOOWOOMBA,4350,(07) 4639 2774,No,Yes,No,Yes,Yes,Dental Prosthetists,5-10% discount on all work. Conditions apply.,-27.566234,151.960757
ACS Legal Solutions,ACS Legal Solutions,www.legalsolutions.net.au,Suite 1  131-133 Albert St,LOGAN VILLAGE,4207,(07) 5546 3244,No,Yes,No,Yes,Yes,Legal Services,20% discount on wills and powers of attorney.,-27.768211,153.107208
Actfast Service (Elect Lic 55570),ACTFAST SERVICE,(blank),Mobile Service,TINGALPA,4173,0402 912 055,No,No,No,Yes,Yes,Air Conditioning and Heating,10% discount. ,(blank),(blank)
Actfast Service (Elect Lic 55570),ACTFAST SERVICE,(blank),Mobile Service,TINGALPA,4173,0402 912 055,No,No,No,Yes,Yes,Electricians,10% discount.,(blank),(blank)
Active Health Clubs,Active Health Clubs,www.activehealthclubs.com.au,159 Pease St,EDGE HILL,4870,(07) 4053 8600,No,Yes,Yes,Yes,Yes,"Gyms, Health and Fitness",50% discount for off-peak membership workout between 11am-4pm.,-16.91182,145.740478
Active Physiotherapy Solutions P/L,Active Physiotherapy Solutions P/L,www.activephysiotherapysolutions.com.au,U 1  222 Walker St,BUNDABERG,4670,(07) 4151 0106,No,Yes,No,Yes,Yes,Physiotherapists,$5 off all physiotherapy services.,-24.877787,152.331046
Pure Hygiene Cleaning,Pure Hygiene Cleaning,www.purehygienecleaning.com.au,31 Kennedy Rd,BLI BLI,4560,(07) 5450 0262,No,No,No,Yes,Yes,Cleaning Products and Services,20% off all services including leather lounges. Excluding specials.,-26.621596,153.0386
ACTIV-EARS,ACTIV-EARS,http://www.activ-ears.com.au/,Everton Plaza Shp Cnt - 791 Stafford Rd,EVERTON PARK,4053,(07) 3354 2200,No,Yes,Yes,Yes,Yes,Hearing Products and Services,15% discount off all hearing aids.,-27.406425,152.992335
Acupuncture Works,Acupuncture Works,http://www.acupunctureworks.info/,14 Archer Pl,WELLINGTON POINT,4160,(07) 3822 1122,No,Yes,Yes,Yes,Yes,Acupuncturists,$15 discount for seniors and carers.,-27.505419,153.226133
Acure,Acure,(blank),Mobile Service,JACOBS WELL,4208,0417 105 993,No,Yes,Yes,Yes,Yes,Massage,10% discount to all senior and carer cardholders.,(blank),(blank)
ADA Prime Security,ADA Prime Security,www.adaprimesecurity.com.au,Mobile Service,TOWNSVILLE & SURROUNDING AREAS,4817,(07) 4773 6655,No,Yes,No,Yes,Yes,Lifts and Elevators,"10% off RRP of $5,500 for installed Acorn stairlifts.",(blank),(blank)
ADA Prime Security,ADA Prime Security,www.adaprimesecurity.com.au,Mobile Service,TOWNSVILLE & SURROUNDING AREAS,4817,(07) 4773 6655,No,Yes,No,Yes,Yes,Personal Alarms,Free installation of 50's plus security & medical package.,(blank),(blank)
ADA Prime Security,ADA Prime Security,www.adaprimesecurity.com.au,Mobile Service,TOWNSVILLE & SURROUNDING AREAS,4817,(07) 4773 6655,No,Yes,No,Yes,Yes,Security Alarms and Monitoring,Free installation of 50's plus security & medical package.,(blank),(blank)
Adamson Bernays Kyle & Jones Lawyers,Adamson Bernays Kyle & Jones,www.abkj.com.au,L 3  3 Short St,SOUTHPORT,4215,(07) 5532 3199,No,Yes,Yes,Yes,Yes,Legal Services,Free initial 30 minute telephone consultation.,-27.969866,153.416644
Adbri Masonry,Adbri Masonry,www.adbrimasonry.com.au,"568 Ingham Rd, Mt Louisa",TOWNSVILLE,4814,(07) 4758 4300,No,Yes,No,Yes,Yes,Bricks and Pavers,10% off list price.,-19.263591,146.746327
Adbri Masonry,Adbri Masonry,www.adbrimasonry.com.au,"568 Ingham Rd, Mt Louisa",TOWNSVILLE,4814,(07) 4758 4300,No,Yes,No,Yes,Yes,Landscaping Supplies and Services,10% off retaining wall and paver list price.,-19.263591,146.746327
Adbri Masonry,Adbri Masonry,www.adbrimasonry.com.au,Leever Ct,MACKAY,4740,(07) 4955 6966,No,Yes,No,Yes,Yes,Bricks and Pavers,10% off list price.,-21.11289,149.21041
Adbri Masonry,Adbri Masonry,www.adbrimasonry.com.au,Leever Ct,MACKAY,4740,(07) 4955 6966,No,Yes,No,Yes,Yes,Landscaping Supplies and Services,10% off retaining wall and paver list price.,-21.11289,149.21041
add value SMSF - superannuation accountants,add value SMSF - superannuation accountants,www.addvalueSMSF.com.au,(blank),(blank),(blank),(07) 5313 7774,Yes,Yes,No,Yes,Yes,Accountants and Tax Agents,10% discount on tailor made SMSF services for cardholders.,(blank),(blank)
Adept Party Hire,Adept Party Hire,www.adepthire.com.au,12 Lathe St,VIRGINIA,4014,(07) 3350 6644,No,No,No,Yes,Yes,Party Hire and Services,5% discount on any party hire.,-27.367055,153.060763
Adnought Sheet Metal Fabrications Pty Ltd,Adnought Sheet Metal Fabrications p/L,www.adnought.com.au,417 McLaughlin St,NTH ROCKHAMPTON,4701,(07) 4936 1688,No,Yes,No,Yes,Yes,"Metal Sales, Fabrication and Services","10% off all welding, modifications and stock lines.",-23.326984,150.507828
ADPAQ,ADPA,http://adpa.com.au,Ashmore Plaza Shp Cnt,ASHMORE,4214,(07) 5539 5009,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.984517,153.367752
ADPAQ,ADPAQ,http://adpa.com.au,1 Kroll St,KIPPA-RING,4021,(07) 3889 3324,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.224424,153.083079
ADPAQ,ADPAQ,http://adpa.com.au,102 Dalrymple St,BOWEN,4805,0418 869 216,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-20.020068,148.239524
ADPAQ,ADPAQ,http://adpa.com.au,11 Old Gympie Rd,KALLANGUR,4503,(07) 3886 0237,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.251041,152.987033
ADPAQ,ADPAQ,http://adpa.com.au,112 Stafford Rd,KEDRON,4031,(07) 3357 8241,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.412125,153.027784
ADPAQ,ADPAQ,http://adpa.com.au,12 Currumburra Rd,ASHMORE,4214,(07) 5597 6110,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.997968,153.379059
ADPAQ,ADPAQ,http://adpa.com.au,12 Zephyr St,NERANG,4211,(07) 5578 3919,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-28.007087,153.305797
ADPAQ,ADPAQ,http://adpa.com.au,120 Beaudesert Rd,MOOROOKA,4105,(07) 3892 5000,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.53111,153.024236
A Better Pool & Spa,A Better Pool & Spa,(blank),23 Hudson Pl,BLI BLI,4560,0408 526 243,No,No,No,Yes,Yes,Pools and Spas,"10% off all chemicals, equipment repairs and labour.",-26.60906,153.037631
Elanda Point Canoe Company,Elanda Point Canoe Company,www.elanda.com.au,204 Lake Flat Rd,BOREEN POINT,4565,(07) 5485 3165,No,Yes,No,Yes,No,Accommodation - Caravan Parks and Camping,10% off camping fees. Must provide seniors card on arrival.,-26.269865,152.975509
ADPAQ,ADPAQ,http://adpa.com.au,133 Winstanley St,CARINA HEIGHTS,4152,(07) 3398 1313,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.504534,153.093249
ADPAQ,ADPAQ,http://adpa.com.au,141 Holberton St,TOOWOOMBA,4350,(07) 4634 6221,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.556044,151.933078
ADPAQ,ADPAQ,http://adpa.com.au,15 River Links Blvd E,HELENSVALE,4212,(07) 5529 9262,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.88216,153.325199
ADPAQ,ADPAQ,http://adpa.com.au,151 Lumley St,UPPER MT GRAVATT,4122,(07) 3343 8488,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.551936,153.080101
Elanda Point Canoe Company,Elanda Point Canoe Company,www.elanda.com.au,204 Lake Flat Rd,BOREEN POINT,4565,(07) 5485 3165,No,Yes,No,Yes,No,Sports and Recreation,20% off all canoe boat hire and tours for Seniors.,-26.269865,152.975509
ADPAQ,ADPAQ,http://adpa.com.au,1794 Lower Gold Coast Hwy,BURLEIGH HEADS,4220,(07) 5535 0561,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-28.07668,153.445144
ADPAQ,ADPAQ,http://adpa.com.au,18 Ashley Rd,CHERMSIDE WEST,4032,(07) 3359 8377,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.377144,153.011373
ADPAQ,ADPAQ,http://adpa.com.au,18 Bowser Pde,SANDGATE,4017,(07) 3269 2112,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.321416,153.069714
ADPAQ,ADPAQ,http://adpa.com.au,18 Nerang-Broadbeach Rd,NERANG,4211,(07) 5596 5388,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.993669,153.343541
Surfside on the Beach,Surfside on the Beach,www.surfsideonthebeach.net.au,143-147 Lowanna Dr,BUDDINA,4575,(07) 5444 0044,No,Yes,Yes,Yes,Yes,Accommodation,10% discount on all accommodation. Minimum stay 2 nights.,-26.703573,153.132799
ADPAQ,ADPAQ,http://adpa.com.au,1894 Gold Coast Hwy,BURLEIGH HEADS,4220,(07) 5535 9010,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-28.077255,153.445353
ADPAQ,ADPAQ,http://adpa.com.au,2 Waterford Pl,BRIDGEMAN DOWNS,4035,(07) 3862 8700,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.367206,153.000396
ADPAQ,ADPAQ,http://adpa.com.au,"202 Charters Towers Rd, Hermit Park",TOWNSVILLE,4810,(07) 4725 3366,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-19.268984,146.8065
ADPAQ,ADPAQ,http://adpa.com.au,22 Picton Dr,ALEXANDRA HILLS,4161,(07) 3824 4221,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.539548,153.231689
ADPAQ,ADPAQ,http://adpa.com.au,226 Berserker St,NTH ROCKHAMPTON,4700,(07) 4926 2296,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-23.360213,150.530583
ADPAQ,ADPAQ,http://adpa.com.au,26 Old Northern Rd,ALBANY CREEK,4035,(07) 3264 1682,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.358692,152.970781
ADPAQ,ADPAQ,http://adpa.com.au,260 Oxley Ave,MARGATE,4019,(07) 3283 6086,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.244913,153.107055
ADPAQ,ADPAQ,http://adpa.com.au,26-28 Commerce Dr,ROBINA,4226,(07) 5562 2288,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-28.063725,153.404855
ADPAQ,ADPAQ,http://adpa.com.au,277 Old Cleveland Rd,COORPAROO,4151,(07) 3397 7866,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.495143,153.058659
ADPAQ,ADPAQ,http://adpa.com.au,28 Archer St,ROCKHAMPTON CITY,4700,(07) 4922 5720,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-23.375672,150.50904
ADPAQ,ADPAQ,http://adpa.com.au,282 Days Rd,GRANGE,4051,(07) 3856 2056,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.425622,153.011265
Q Tax,Q Tax,www.q-tax.com.au,Kawana Shp World,BUDDINA,4575,(07) 5452 5737,No,Yes,No,Yes,No,Accountants and Tax Agents,$20 off your tax return. Not valid with any other offer.,-26.702755,153.130735
ADPAQ,ADPAQ,http://adpa.com.au,30 Coulter Cres,NORTHGATE,4013,(07) 3266 4508,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.392081,153.075312
ADPAQ,ADPAQ,http://adpa.com.au,337 Alfred St,MACKAY,4740,(07) 4951 2499,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-21.144915,149.179991
ADPAQ,ADPAQ,http://adpa.com.au,34 Nind St,SOUTHPORT,4215,(07) 5571 1855,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.965345,153.409263
ADPAQ,ADPAQ,http://adpa.com.au,36 King St,WARWICK,4370,(07) 4661 9789,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-28.217811,152.033612
ADPAQ,ADPAQ,http://adpa.com.au,386 Rode Rd,CHERMSIDE,4032,(07) 3359 8829,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.394098,153.033884
ADPAQ,ADPAQ,http://adpa.com.au,4 Warren St,MAREEBA,4880,(07) 4092 2464,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-16.99385,145.419716
ADPAQ,ADPAQ,http://adpa.com.au,40 Pineapple St,GAYNDAH,4625,(07) 4161 1454,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-25.629246,151.607035
ADPAQ,ADPAQ,http://adpa.com.au,48 Bloomfield St,CLEVELAND,4163,(07) 3821 3122,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.526791,153.267391
ADPAQ,ADPAQ,http://adpa.com.au,504 Oxley Dr,RUNAWAY BAY,4216,(07) 5529 1100,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.920281,153.388401
ADPAQ,ADPAQ,http://adpa.com.au,51 Manilla St,EAST BRISBANE,4169,(07) 3896 2700,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.480586,153.042204
Gloria Jean's Coffees,Gloria Jean's Coffees,www.gloriajeanscoffees.com.au,Kawana Shp World ,BUDDINA,4575,(07) 5477 7977,No,Yes,No,Yes,No,Cafes,10% off drinks only. Not valid with any other offer.,-26.702755,153.130735
ADPAQ,ADPAQ,http://adpa.com.au,54 William St,ROCKHAMPTON CITY,4700,(07) 4922 2973,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-23.380764,150.512999
ADPAQ,ADPAQ,http://adpa.com.au,565 Vulture St E,EAST BRISBANE,4169,(07) 3391 5703,No,Yes,No,Yes,Yes,Dental Prosthetists,Complimentary consultation for denture assessment.,-27.486865,153.049394
